"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","RearRight|""""|0.0|5.0|50","RearLeft|""""|0.0|5.0|50","FrontLeft|""""|0.0|5.0|50","FrontRight|""""|0.0|5.0|50","Battery|""Volts""|0.0|20.0|1",,"AccelX|""G""|-3.0|3.0|25","AccelY|""G""|-3.0|3.0|25","AccelZ|""G""|-3.0|3.0|25","Yaw|""Deg/Sec""|-120|120|25","Pitch|""Deg/Sec""|-120|120|25","Roll|""Deg/Sec""|-120|120|25","RPM|""RPM""|0|12500|50","TPS|""%""|0.0|100.0|50","InjectorPW|""ms""|0.0|100.0|25","Baro|""kPa""|0|105|1","MAP|""kPa""|0|255|25","AFR|""ratio""|0.0|20.0|25","IAT|""C""|-20|205|25","EngineTemp|""C""|0|200|1","OilPressure|""psi""|0.0|200.0|50","OilTemp|""F""|0|300|1","FuelTemp|""C""|0|1024|1","Latitude|""Degrees""|-180.0|180.0|10","Longitude|""Degrees""|-180.0|180.0|10","Speed|""mph""|0.0|150.0|10","Distance|""mi""|0.0|0.0|10","Altitude|""ft""|0.0|4000.0|10","GPSSats|""""|0|20|10","GPSQual|""""|0|5|10","GPSDOP|""""|0.0|20.0|10","LapCount|""""|0|0|10","LapTime|""Min""|0.0|0.0|10","Sector|""""|0|0|10","SectorTime|""Min""|0.0|0.0|10","PredTime|""Min""|0.0|0.0|10","ElapsedTime|""Min""|0.0|0.0|10","CurrentLap|""""|0|0|10"
11189,0,0.51,0.88,0.48,0.4,,Min AccelX,,,,,,,4036,0,,,,,,,-9.43,,,,,,,,,,,,,,,,,
11209,0,0.51,0.88,0.48,0.4,,-1.49,-0.02,-0.06,-1.02,0,1,-1,4030,0,3.96,,15,22.01,25,,-9.43,,,,,,,,,,,,,,,,,
11229,0,0.51,0.88,0.48,0.39,,Min AccelY,,,,,,,4030,0,,,,,,,-9.43,,,,,,,,,,,,,,,,,
11249,0,0.51,0.88,0.48,0.4,,-1.32,-0.02,-0.05,-1.11,0,1,0,3966,0,3.92,,40,22.01,25,,-9.43,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11269,0,0.51,0.89,0.48,0.41,,Min AccelZ,,,,,,,3966,0,,,,,,,-11.7,,,,,,,,,,,,,,,,,
11289,0,0.51,0.88,0.49,0.41,,-1.71,-0.03,-0.07,-1.04,0,0,0,4025,0,3.93,,40,22.01,25,,-11.7,,,,,,,,,,,,,,,,,
11309,0,0.51,0.89,0.48,0.41,,Max AccelX,,,,,,,4025,0,,,,,,,-11.7,,,,,,,,,,,,,,,,,
11329,0,0.51,0.89,0.48,0.4,,1.72,0.03,-0.05,-1.08,0,0,0,4025,0,3.93,,16,22.01,25,,-11.7,,,,,,,,,,,,,,,,,
11349,0,0.51,0.89,0.48,0.41,,Max AccelY,,,,,,,4046,0,,,,,,,-11.7,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11369,0,0.52,0.9,0.49,0.4,,1.39,-0.02,-0.04,-1.1,0,0,0,4046,0,3.92,,0,22.01,25,,-14.85,,,,,,,,,,,,,,,,,
11389,0,0.51,0.89,0.48,0.41,,Max AccelZ,,,,,,,4081,0,,,,,,,-14.85,,,,,,,,,,,,,,,,,
11409,0,0.51,0.89,0.49,0.41,,1.06,0.01,-0.07,-1.04,0,0,0,4081,0,3.93,,25,22.01,25,,-14.85,,,,,,,,,,,,,,,,,
11429,0,0.51,0.89,0.49,0.41,,Max Speed,,,,,,,4081,0,,,,,,,-14.85,,,,,,,,,,,,,,,,,
11449,0,0.51,0.89,0.48,0.41,,80.56,0,-0.04,-1.08,0,0,0,4028,0,3.89,,0,22.01,25,,-14.85,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11469,0,0.51,0.9,0.49,0.4,,Max ECT,,,,,,,4028,0,,,,,,,-13.9,,,,,,,,,,,,,,,,,
11489,0,0.51,0.9,0.49,0.4,,91,-0.03,-0.06,-1.04,0,0,0,4035,0,3.88,,0,22.01,25,,-13.9,,,,,,,,,,,,,,,,,
11509,0,0.52,0.9,0.49,0.41,,Max Oil P,,,,,,,4035,0,,,,,,,-13.9,,,,,,,,,,,,,,,,,
11529,0,0.52,0.9,0.48,0.41,,69.15,0.01,-0.08,-1.01,0,0,-1,4035,0,3.88,,0,22.01,25,,-13.9,,,,,,,,,,,,,,,,,
11549,0,0.52,0.9,0.49,0.41,,Max Oil T,,,,,,,4027,0,,,,,,,-13.9,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11569,0,0.52,0.9,0.49,0.41,,106,-0.01,-0.06,-1.1,0,0,0,4027,0,3.86,,16,22.01,25,,-16.62,,,,,,,,,,,,,,,,,
11589,0,0.52,0.9,0.49,0.41,,Max RPM,,,,,,,3995,0,,,,,,,-16.62,,,,,,,,,,,,,,,,,
11609,0,0.52,0.9,0.49,0.41,,10890,0.01,-0.08,-1.01,0,0,0,3995,0,3.83,,0,22.01,25,,-16.62,,,,,,,,,,,,,,,,,
11629,0,0.52,0.9,0.49,0.41,,Max Batt,,,,,,,3995,0,,,,,,,-16.62,,,,,,,,,,,,,,,,,
11649,0,0.52,0.9,0.49,0.41,,14.86,0.06,-0.05,-1.04,0,0,0,4006,0,3.82,,0,22.01,25,,-16.62,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11669,0,0.52,0.9,0.49,0.41,,AccelX std,,,,,,,4006,0,,,,,,,-9.58,,,,,,,,,,,,,,,,,
11689,0,0.52,0.91,0.49,0.41,,0.735432367,0.04,-0.04,-1.08,0,0,0,4027,0,3.82,,0,22.01,25,,-9.58,,,,,,,,,,,,,,,,,
11709,0,0.53,0.89,0.49,0.41,,AccelY std,,,,,,,4027,0,,,,,,,-9.58,,,,,,,,,,,,,,,,,
11729,0,0.52,0.91,0.49,0.41,,0.275809028,0.06,-0.07,-1,0,0,0,4027,0,3.82,,9,22.01,25,,-9.58,,,,,,,,,,,,,,,,,
11749,0,0.52,0.91,0.49,0.4,,AccelZ std,,,,,,,3992,0,,,,,,,-9.58,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11769,0,0.52,0.91,0.49,0.41,,0.275298876,0.1,-0.04,-1.05,0,0,0,3992,0,3.78,,9,22.01,25,,-14.98,,,,,,,,,,,,,,,,,
11789,0,0.52,0.91,0.49,0.42,,Avg AccelX,,,,,,,4004,0,,,,,,,-14.98,,,,,,,,,,,,,,,,,
11809,0,0.53,0.92,0.49,0.41,,0.002246923,0.08,-0.03,-1.1,0,0,0,4004,0,3.77,,0,22.01,25,,-14.98,,,,,,,,,,,,,,,,,
11829,0,0.53,0.91,0.49,0.41,,Avg AccelY,,,,,,,4004,0,,,,,,,-14.98,,,,,,,,,,,,,,,,,
11849,0,0.52,0.91,0.49,0.41,,-0.060754653,0.1,-0.05,-1,0,0,0,4017,0,6.66,,8,22.01,25,,-14.98,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11869,0,0.53,0.91,0.49,0.41,,Avg AccelZ,,,,,,,4017,0,,,,,,,-17.55,,,,,,,,,,,,,,,,,
11889,0,0.52,0.92,0.49,0.41,,-0.866719901,0.05,-0.03,-1.11,0,0,0,4073,0,3.78,,8,22.01,25,,-17.55,,,,,,,,,,,,,,,,,
11909,0,0.53,0.92,0.5,0.41,,,,,,,,,4073,0,,,,,,,-17.55,,,,,,,,,,,,,,,,,
11929,0,0.53,0.92,0.49,0.42,,,0.04,-0.05,-0.96,0,0,0,4073,0,3.78,,0,22.01,25,,-17.55,,,,,,,,,,,,,,,,,
11949,0,0.53,0.91,0.5,0.42,,,,,,,,,4065,0,,,,,,,-17.55,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
11969,0,0.53,0.92,0.5,0.41,,,0.04,-0.02,-0.99,0,0,0,4065,0,3.77,,0,22.01,25,,-16.35,,,,,,,,,,,,,,,,,
11989,0,0.53,0.92,0.5,0.41,,,,,,,,,3995,0,,,,,,,-16.35,,,,,,,,,,,,,,,,,
12009,0,0.53,0.92,0.5,0.41,,,0.01,-0.01,-1.03,0,0,0,3995,0,6.58,,9,22.01,25,,-16.35,,,,,,,,,,,,,,,,,
12029,0,0.53,0.92,0.5,0.41,,,,,,,,,3995,0,,,,,,,-16.35,,,,,,,,,,,,,,,,,
12049,0,0.53,0.92,0.5,0.42,14.35,,0.02,-0.05,-0.95,0,0,-1,4030,0,6.57,70,7,22.01,25,44,-16.35,44,22,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
12069,0,0.53,0.92,0.5,0.42,,,,,,,,,4030,0,,,,,,,-16.98,,,,,,,,,,,,,,,,,
12089,0,0.53,0.93,0.5,0.42,,,0.01,-0.01,-1.02,0,0,0,4000,0,6.5,,7,22.01,25,,-16.98,,,,,,,,,,,,,,,,,
12109,0,0.54,0.93,0.51,0.41,,,,,,,,,4000,0,,,,,,,-16.98,,,,,,,,,,,,,,,,,
12129,0,0.53,0.93,0.5,0.42,,,-0.02,-0.01,-1.02,0,0,-1,4000,0,6.5,,0,22.01,25,,-16.98,,,,,,,,,,,,,,,,,
12149,0,0.53,0.92,0.5,0.42,,,,,,,,,4001,0,,,,,,,-16.98,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
12169,0,0.53,0.93,0.5,0.42,,,0,-0.04,-0.96,0,0,-1,4001,0,3.68,,9,22.01,25,,-14.55,,,,,,,,,,,,,,,,,
12189,0,0.54,0.93,0.5,0.42,,,,,,,,,3938,0,,,,,,,-14.55,,,,,,,,,,,,,,,,,
12209,0,0.53,0.93,0.5,0.42,,,0,-0.01,-1,0,0,-1,3938,0,3.66,,8,22.01,25,,-14.55,,,,,,,,,,,,,,,,,
12229,0,0.54,0.93,0.5,0.42,,,,,,,,,3938,0,,,,,,,-14.55,,,,,,,,,,,,,,,,,
12249,0,0.53,0.93,0.5,0.42,,,-0.04,-0.01,-1.02,0,0,-1,4014,0,3.65,,0,22.01,25,,-14.55,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
12269,0,0.54,0.93,0.5,0.42,,,,,,,,,4014,0,,,,,,,-11.88,,,,,,,,,,,,,,,,,
12289,0,0.53,0.93,0.51,0.42,,,-0.01,-0.04,-0.92,0,0,-1,4045,0,3.66,,0,22.01,25,,-11.88,,,,,,,,,,,,,,,,,
12309,0,0.54,0.94,0.51,0.42,,,,,,,,,4045,0,,,,,,,-11.88,,,,,,,,,,,,,,,,,
12329,0,0.54,0.93,0.51,0.42,,,-0.03,-0.01,-1.04,0,0,0,4045,0,3.66,,13,22.01,25,,-11.88,,,,,,,,,,,,,,,,,
12349,0,0.54,0.93,0.51,0.42,,,,,,,,,4085,0,,,,,,,-11.88,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
12369,0,0.53,0.93,0.5,0.42,,,-0.05,-0.02,-1,0,0,-1,4085,0,3.66,,15,22.01,25,,-10.4,,,,,,,,,,,,,,,,,
12389,0,0.54,0.93,0.5,0.42,,,,,,,,,4067,0,,,,,,,-10.4,,,,,,,,,,,,,,,,,
12409,0,0.53,0.94,0.51,0.42,,,-0.02,-0.02,-1.03,0,0,0,4067,0,3.65,,14,22.01,25,,-10.4,,,,,,,,,,,,,,,,,
12429,0,0.54,0.94,0.51,0.42,,,,,,,,,4067,0,,,,,,,-10.4,,,,,,,,,,,,,,,,,
12449,0,0.54,0.93,0.51,0.42,,,-0.08,-0.04,-1.05,0,0,0,4045,0,3.61,,16,22.01,25,,-10.4,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
12469,0,0.54,0.94,0.51,0.42,,,,,,,,,4045,0,,,,,,,-12.23,,,,,,,,,,,,,,,,,
12489,0,0.54,0.94,0.51,0.42,,,-0.01,-0.07,-0.95,0,0,-1,4046,0,3.6,,16,22.01,25,,-12.23,,,,,,,,,,,,,,,,,
12509,0,0.54,0.94,0.51,0.42,,,,,,,,,4046,0,,,,,,,-12.23,,,,,,,,,,,,,,,,,
12529,0,0.54,0.94,0.51,0.42,,,-0.04,-0.06,-1.07,0,0,-1,4046,0,3.6,,9,22.01,25,,-12.23,,,,,,,,,,,,,,,,,
12549,0,0.54,0.95,0.51,0.42,,,,,,,,,4062,0,,,,,,,-12.23,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
12569,0,0.54,0.94,0.51,0.42,,,-0.02,-0.08,-1.02,0,0,-1,4062,0,3.6,,13,22.01,25,,-14.83,,,,,,,,,,,,,,,,,
12589,0,0.54,0.94,0.51,0.42,,,,,,,,,4071,0,,,,,,,-14.83,,,,,,,,,,,,,,,,,
12609,0,0.54,0.95,0.51,0.42,,,0.02,-0.07,-1.08,0,0,0,4071,0,6.38,,0,22.01,25,,-14.83,,,,,,,,,,,,,,,,,
12629,1.52977E+12,0.54,0.94,0.51,0.42,,,,,,,,,4071,0,,,,,,,-14.83,,,,,,,,,,,,,,,,,
12649,1.52977E+12,0.54,0.94,0.51,0.42,,,-0.01,-0.06,-1,0,0,-1,4160,0,3.65,,0,22.01,25,,-14.83,,,40.847313,-96.767212,0,0,99.9,5,2,1.7,0,0,-1,0,0,0,0
12669,1.52977E+12,0.54,0.95,0.51,0.42,,,,,,,,,4160,0,,,,,,,-17.45,,,,,,,,,,,,,,,,,
12689,1.52977E+12,0.54,0.94,0.52,0.42,,,0.08,-0.07,-1.06,0,0,-1,4083,0,3.59,,0,22.01,25,,-17.45,,,,,,,,,,,,,,,,,
12709,1.52977E+12,0.55,0.95,0.51,0.42,,,,,,,,,4083,0,,,,,,,-17.45,,,,,,,,,,,,,,,,,
12729,1.52977E+12,0.54,0.95,0.51,0.43,,,0.01,-0.05,-1.08,0,0,0,4083,0,3.59,,0,22.01,25,,-17.45,,,,,,,,,,,,,,,,,
12749,1.52977E+12,0.54,0.95,0.51,0.42,,,,,,,,,4027,0,,,,,,,-17.45,,,40.847313,-96.767212,0,0,99.9,5,2,1.7,0,0,-1,0,0,0,0
12769,1.52977E+12,0.54,0.95,0.51,0.43,,,0.05,-0.06,-1,0,0,0,4027,0,6.24,,7,22.01,25,,-14,,,,,,,,,,,,,,,,,
12789,1.52977E+12,0.54,0.95,0.51,0.43,,,,,,,,,4020,0,,,,,,,-14,,,,,,,,,,,,,,,,,
12809,1.52977E+12,0.54,0.95,0.51,0.42,,,0.05,-0.03,-1.06,0,0,0,4020,0,3.56,,19,22.01,25,,-14,,,,,,,,,,,,,,,,,
12829,1.52977E+12,0.55,0.95,0.51,0.43,,,,,,,,,4020,0,,,,,,,-14,,,,,,,,,,,,,,,,,
12849,1.52977E+12,0.55,0.95,0.52,0.42,,,0.02,-0.05,-1.02,0,0,0,4001,0,3.52,,0,22.01,25,,-14,,,40.847263,-96.76722,0,0,163.4,5,2,0.2,0,0,-1,0,0,0,0
12869,1.52977E+12,0.55,0.95,0.51,0.42,,,,,,,,,4001,0,,,,,,,-12.75,,,,,,,,,,,,,,,,,
12889,1.52977E+12,0.55,0.96,0.52,0.42,,,0.07,-0.07,-1,0,0,0,4051,0,3.52,,0,22.01,25,,-12.75,,,,,,,,,,,,,,,,,
12909,1.52977E+12,0.55,0.96,0.51,0.43,,,,,,,,,4051,0,,,,,,,-12.75,,,,,,,,,,,,,,,,,
12929,1.52977E+12,0.55,0.95,0.52,0.43,,,0.01,-0.06,-1.04,0,0,0,4051,0,3.52,,17,22.01,25,,-12.75,,,,,,,,,,,,,,,,,
12949,1.52977E+12,0.55,0.95,0.52,0.43,,,,,,,,,4014,0,,,,,,,-12.75,,,40.847233,-96.767227,68.07,0.001,202.6,5,2,0.2,0,0,-1,0,0,0,0
12969,1.52977E+12,0.55,0.95,0.51,0.43,,,0.01,-0.09,-0.94,0,0,0,4014,0,3.5,,13,22.01,25,,-14.08,,,,,,,,,,,,,,,,,
12989,1.52977E+12,0.55,0.96,0.51,0.43,,,,,,,,,4046,0,,,,,,,-14.08,,,,,,,,,,,,,,,,,
13009,1.52977E+12,0.54,0.96,0.52,0.43,,,0.07,-0.09,-0.96,0,0,0,4046,0,3.49,,12,22.01,25,,-14.08,,,,,,,,,,,,,,,,,
13029,1.52977E+12,0.55,0.96,0.51,0.43,,,,,,,,,4046,0,,,,,,,-14.08,,,,,,,,,,,,,,,,,
13049,1.52977E+12,0.55,0.96,0.51,0.43,14.35,,0.01,-0.08,-0.99,0,0,0,4034,0,3.48,70,20,22.01,25,44,-14.08,44,22,40.847012,-96.767273,80.56,0.003,485.1,5,2,0.2,0,0,-1,0,0,0,0
13069,1.52977E+12,0.55,0.96,0.52,0.43,,,,,,,,,4034,0,,,,,,,-1.02,,,,,,,,,,,,,,,,,
13089,1.52977E+12,0.55,0.96,0.52,0.42,,,0.03,-0.1,-0.88,0,0,0,4028,0,3.45,,20,22.01,25,,-1.02,,,,,,,,,,,,,,,,,
13109,1.52977E+12,0.56,0.96,0.52,0.42,,,,,,,,,4028,0,,,,,,,-1.02,,,,,,,,,,,,,,,,,
13129,1.52977E+12,0.55,0.97,0.52,0.43,,,0.05,-0.06,-0.99,0,0,0,4028,0,3.45,,19,22.01,25,,-1.02,,,,,,,,,,,,,,,,,
13149,1.52977E+12,0.55,0.96,0.52,0.42,,,,,,,,,4000,0,,,,,,,-1.02,,,40.846874,-96.767296,70.96,0.005,657.1,5,2,0.2,0,0,-1,0,0,0,0
13169,1.52977E+12,0.55,0.96,0.52,0.43,,,0,-0.07,-0.99,0,0,0,4000,0,3.43,,16,22.01,25,,-8.93,,,,,,,,,,,,,,,,,
13189,1.52977E+12,0.56,0.97,0.52,0.43,,,,,,,,,4043,0,,,,,,,-8.93,,,,,,,,,,,,,,,,,
13209,1.52977E+12,0.55,0.97,0.52,0.43,,,0.06,-0.08,-0.99,0,1,-1,4043,0,3.44,,18,22.01,25,,-8.93,,,,,,,,,,,,,,,,,
13229,1.52977E+12,0.55,0.96,0.52,0.43,,,,,,,,,4043,0,,,,,,,-8.93,,,,,,,,,,,,,,,,,
13249,1.52977E+12,0.56,0.96,0.52,0.43,,,0.08,-0.06,-0.99,0,0,0,4053,0,3.42,,20,22.01,25,,-8.93,,,40.846783,-96.767311,59.52,0.007,767.8,5,2,0.2,0,0,-1,0,0,0,0
13269,1.52977E+12,0.55,0.96,0.52,0.42,,,,,,,,,4053,0,,,,,,,-2.4,,,,,,,,,,,,,,,,,
13289,1.52977E+12,0.56,0.97,0.52,0.43,,,0.04,-0.08,-0.93,0,1,0,4068,0,3.43,,20,22.01,25,,-2.4,,,,,,,,,,,,,,,,,
13309,1.52977E+12,0.55,0.97,0.52,0.43,,,,,,,,,4068,0,,,,,,,-2.4,,,,,,,,,,,,,,,,,
13329,1.52977E+12,0.56,0.97,0.52,0.43,,,0.09,-0.06,-0.97,0,0,0,4068,0,3.43,,20,22.01,25,,-2.4,,,,,,,,,,,,,,,,,
13349,1.52977E+12,0.55,0.97,0.52,0.43,,,,,,,,,4007,0,,,,,,,-2.4,,,40.846725,-96.767326,50.49,0.008,850,5,2,0.2,0,0,-1,0,0,0,0
13369,1.52977E+12,0.55,0.97,0.52,0.43,,,0.05,-0.04,-1.02,0,0,0,4007,0,3.38,,15,22.01,25,,0.8,,,,,,,,,,,,,,,,,
13389,1.52977E+12,0.55,0.97,0.52,0.43,,,,,,,,,3978,0,,,,,,,0.8,,,,,,,,,,,,,,,,,
13409,1.52977E+12,0.56,0.97,0.53,0.43,,,0.02,-0.06,-0.95,0,0,0,3978,0,3.36,,39,22.01,25,,0.8,,,,,,,,,,,,,,,,,
13429,1.52977E+12,0.56,0.97,0.53,0.43,,,,,,,,,3978,0,,,,,,,0.8,,,,,,,,,,,,,,,,,
13449,1.52977E+12,0.56,0.97,0.53,0.42,,,0.07,-0.06,-0.98,0,0,0,3968,0,3.35,,11,22.01,25,,0.8,,,40.846725,-96.767326,43.79,0.01,849.4,5,2,0.2,0,0,-1,0,0,0,0
13469,1.52977E+12,0.55,0.97,0.52,0.43,,,,,,,,,3968,0,,,,,,,-7.7,,,,,,,,,,,,,,,,,
13489,1.52977E+12,0.56,0.97,0.53,0.43,,,0.07,-0.03,-1.03,0,0,0,3950,0,3.34,,11,22.01,25,,-7.7,,,,,,,,,,,,,,,,,
13509,1.52977E+12,0.56,0.98,0.53,0.43,,,,,,,,,3950,0,,,,,,,-7.7,,,,,,,,,,,,,,,,,
13529,1.52977E+12,0.56,0.98,0.53,0.43,,,0.01,-0.06,-1.02,0,0,0,3950,0,3.34,,25,22.01,25,,-7.7,,,,,,,,,,,,,,,,,
13549,1.52977E+12,0.56,0.98,0.52,0.43,,,,,,,,,3964,0,,,,,,,-7.7,,,40.846684,-96.767334,38.44,0.011,899.9,5,2,0.2,0,0,-1,0,0,0,0
13569,1.52977E+12,0.56,0.97,0.53,0.43,,,0.04,-0.07,-0.95,0,1,0,3964,0,3.32,,14,22.01,25,,-9.55,,,,,,,,,,,,,,,,,
13589,1.52977E+12,0.56,0.98,0.52,0.43,,,,,,,,,3904,0,,,,,,,-9.55,,,,,,,,,,,,,,,,,
13609,1.52977E+12,0.56,0.98,0.53,0.43,,,0.07,-0.04,-1,0,1,0,3904,0,3.3,,16,22.01,25,,-9.55,,,,,,,,,,,,,,,,,
13629,1.52977E+12,0.56,0.98,0.52,0.43,,,,,,,,,3904,0,,,,,,,-9.55,,,,,,,,,,,,,,,,,
13649,1.52977E+12,0.56,0.98,0.53,0.43,,,0.08,-0.02,-1.02,0,0,0,3881,0,3.29,,24,22.01,25,,-9.55,,,40.846684,-96.767334,33.96,0.012,898.9,5,2,0.2,0,0,-1,0,0,0,0
13669,1.52977E+12,0.56,0.98,0.53,0.43,,,,,,,,,3881,0,,,,,,,-6.95,,,,,,,,,,,,,,,,,
13689,1.52977E+12,0.56,0.98,0.53,0.42,,,0.05,-0.02,-1.07,0,0,0,3850,0,3.28,,24,22.01,25,,-6.95,,,,,,,,,,,,,,,,,
13709,1.52977E+12,0.56,0.98,0.53,0.43,,,,,,,,,3850,0,,,,,,,-6.95,,,,,,,,,,,,,,,,,
13729,1.52977E+12,0.56,0.98,0.53,0.43,,,0.05,-0.05,-1.05,0,0,0,3850,0,3.28,,20,22.01,25,,-6.95,,,,,,,,,,,,,,,,,
13749,1.52977E+12,0.56,0.98,0.53,0.42,,,,,,,,,3869,0,,,,,,,-6.95,,,40.846684,-96.767334,30.57,0.013,898,5,2,0.2,0,0,-1,0,0,0,0
13769,1.52977E+12,0.56,0.98,0.53,0.43,,,0.05,-0.07,-0.99,0,0,0,3869,0,3.27,,12,22.01,25,,-11.43,,,,,,,,,,,,,,,,,
13789,1.52977E+12,0.56,0.99,0.52,0.43,,,,,,,,,3897,0,,,,,,,-11.43,,,,,,,,,,,,,,,,,
13809,1.52977E+12,0.56,0.98,0.53,0.43,,,0.08,-0.08,-0.99,0,0,0,3897,0,5.53,,15,22.01,25,,-11.43,,,,,,,,,,,,,,,,,
13829,1.52977E+12,0.56,0.98,0.53,0.43,,,,,,,,,3897,0,,,,,,,-11.43,,,,,,,,,,,,,,,,,
13849,1.52977E+12,0.56,0.98,0.52,0.43,,,0.06,-0.05,-1.06,0,0,0,3984,0,5.62,,0,22.01,25,,-11.43,,,40.846684,-96.767334,27.51,0.014,897.3,5,2,0.2,0,0,-1,0,0,0,0
13869,1.52977E+12,0.57,0.98,0.53,0.43,,,,,,,,,3984,0,,,,,,,-13.13,,,,,,,,,,,,,,,,,
13889,1.52977E+12,0.57,0.98,0.53,0.43,,,0.01,-0.09,-1.05,0,0,-1,3966,0,3.22,,0,22.01,25,,-13.13,,,,,,,,,,,,,,,,,
13909,1.52977E+12,0.56,0.99,0.53,0.43,,,,,,,,,3966,0,,,,,,,-13.13,,,,,,,,,,,,,,,,,
13929,1.52977E+12,0.56,0.99,0.54,0.44,,,0.02,-0.11,-0.98,0,0,-1,3966,0,3.22,,0,22.01,25,,-13.13,,,,,,,,,,,,,,,,,
13949,1.52977E+12,0.56,0.99,0.53,0.43,,,,,,,,,4038,0,,,,,,,-13.13,,,40.846684,-96.767334,24.85,0.014,896.8,5,2,0.2,0,0,-1,0,0,0,0
13969,1.52977E+12,0.56,0.98,0.53,0.44,,,0.02,-0.09,-1,0,0,-1,4038,0,3.22,,13,22.01,25,,-9.7,,,,,,,,,,,,,,,,,
13989,1.52977E+12,0.57,0.99,0.54,0.44,,,,,,,,,3945,0,,,,,,,-9.7,,,,,,,,,,,,,,,,,
14009,1.52977E+12,0.57,0.99,0.53,0.43,,,-0.02,-0.09,-1.08,0,0,0,3945,0,5.49,,7,22.01,25,,-9.7,,,,,,,,,,,,,,,,,
14029,1.52977E+12,0.57,0.99,0.53,0.43,,,,,,,,,3945,0,,,,,,,-9.7,,,,,,,,,,,,,,,,,
14049,1.52977E+12,0.57,0.99,0.53,0.43,14.29,,-0.01,-0.12,-0.95,0,0,-1,3983,0,5.52,70,0,22.01,25,43,-9.7,45,22,40.846664,-96.767342,22.51,0.015,923.6,5,2,0.2,0,0,-1,0,0,0,0
14069,1.52977E+12,0.57,0.99,0.53,0.43,,,,,,,,,3983,0,,,,,,,-17.4,,,,,,,,,,,,,,,,,
14089,1.52977E+12,0.56,0.99,0.54,0.44,,,-0.02,-0.1,-1.11,0,0,0,4071,0,5.61,,0,22.01,25,,-17.4,,,,,,,,,,,,,,,,,
14109,1.52977E+12,0.57,0.99,0.53,0.43,,,,,,,,,4071,0,,,,,,,-17.4,,,,,,,,,,,,,,,,,
14129,1.52977E+12,0.57,0.99,0.54,0.43,,,0.01,-0.1,-0.98,0,0,-1,4071,0,5.61,,0,22.01,25,,-17.4,,,,,,,,,,,,,,,,,
14149,1.52977E+12,0.57,0.99,0.53,0.43,,,,,,,,,4172,0,,,,,,,-17.4,,,40.846642,-96.767342,20.61,0.016,947.2,5,2,0.2,0,0,-1,0,0,0,0
14169,1.52977E+12,0.57,0.99,0.53,0.43,,,0.01,-0.09,-1.07,0,0,0,4172,0,5.67,,7,22.01,25,,-17.68,,,,,,,,,,,,,,,,,
14189,1.52977E+12,0.57,0.99,0.53,0.44,,,,,,,,,4079,0,,,,,,,-17.68,,,,,,,,,,,,,,,,,
14209,1.52977E+12,0.56,1,0.54,0.44,,,0,-0.09,-1.05,0,0,0,4079,0,3.2,,0,22.01,25,,-17.68,,,,,,,,,,,,,,,,,
14229,1.52977E+12,0.57,0.99,0.53,0.44,,,,,,,,,4079,0,,,,,,,-17.68,,,,,,,,,,,,,,,,,
14249,1.52977E+12,0.57,0.99,0.53,0.44,,,0.04,-0.09,-1,0,0,0,4124,0,3.2,,11,22.01,25,,-17.68,,,40.846626,-96.767349,18.82,0.016,966.1,5,2,0.2,0,0,-1,0,0,0,0
14269,1.52977E+12,0.57,0.99,0.54,0.44,,,,,,,,,4124,0,,,,,,,-16.03,,,,,,,,,,,,,,,,,
14289,1.52977E+12,0.57,0.99,0.54,0.43,,,-0.03,-0.08,-1.07,0,0,0,4020,0,5.46,,11,22.01,25,,-16.03,,,,,,,,,,,,,,,,,
14309,1.52977E+12,0.57,0.99,0.54,0.44,,,,,,,,,4020,0,,,,,,,-16.03,,,,,,,,,,,,,,,,,
14329,1.52977E+12,0.57,1,0.53,0.43,,,0.01,-0.1,-0.97,0,0,0,4020,0,5.46,,8,22.01,25,,-16.03,,,,,,,,,,,,,,,,,
14349,1.52977E+12,0.57,1,0.54,0.44,,,,,,,,,4029,0,,,,,,,-16.03,,,40.846611,-96.767349,16.45,0.017,986.2,5,2,0.2,0,0,-1,0,0,0,0
14369,1.52977E+12,0.57,1,0.53,0.44,,,0,-0.07,-1.1,0,0,0,4029,0,5.43,,15,22.01,25,,-13.68,,,,,,,,,,,,,,,,,
14389,1.52977E+12,0.57,1,0.54,0.44,,,,,,,,,4052,0,,,,,,,-13.68,,,,,,,,,,,,,,,,,
