"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","RearRight|""""|0.0|5.0|50","RearLeft|""""|0.0|5.0|50","FrontLeft|""""|0.0|5.0|50","FrontRight|""""|0.0|5.0|50","Battery|""Volts""|0.0|20.0|1",,"AccelX|""G""|-3.0|3.0|25","AccelY|""G""|-3.0|3.0|25","AccelZ|""G""|-3.0|3.0|25","Yaw|""Deg/Sec""|-120|120|25","Pitch|""Deg/Sec""|-120|120|25","Roll|""Deg/Sec""|-120|120|25","RPM|""RPM""|0|12500|50","TPS|""%""|0.0|100.0|50","InjectorPW|""ms""|0.0|100.0|25","Baro|""kPa""|0|105|1","MAP|""kPa""|0|255|25","AFR|""ratio""|0.0|20.0|25","IAT|""C""|-20|205|25","EngineTemp|""C""|0|200|1","OilPressure|""psi""|0.0|200.0|50","OilTemp|""F""|0|300|1","FuelTemp|""C""|0|1024|1","Latitude|""Degrees""|-180.0|180.0|10","Longitude|""Degrees""|-180.0|180.0|10","Speed|""mph""|0.0|150.0|10","Distance|""mi""|0.0|0.0|10","Altitude|""ft""|0.0|4000.0|10","GPSSats|""""|0|20|10","GPSQual|""""|0|5|10","GPSDOP|""""|0.0|20.0|10","LapCount|""""|0|0|10","LapTime|""Min""|0.0|0.0|10","Sector|""""|0|0|10","SectorTime|""Min""|0.0|0.0|10","PredTime|""Min""|0.0|0.0|10","ElapsedTime|""Min""|0.0|0.0|10","CurrentLap|""""|0|0|10"
28949,1.52977E+12,0.73,1.22,0.68,0.53,,,,,,,,,3461,0,,,,,,,51.73,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
28969,1.52977E+12,0.73,1.22,0.68,0.53,,,-0.02,-0.07,-1,0,0,0,3461,0,2.86,,67,12.63,25,,51.73,,,,,,,,,,,,,,,,,
28989,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3497,3.4,,,,,,,51.73,,,,,,,,,,,,,,,,,
29009,1.52977E+12,0.73,1.22,0.67,0.53,,,0,-0.05,-0.96,0,0,0,3497,3.4,2.97,,67,12.63,25,,51.73,,,,,,,,,,,,,,,,,
29029,1.52977E+12,0.73,1.22,0.68,0.53,,,,,,,,,3472,3.2,,,,,,,51.73,,,,,,,,,,,,,,,,,
29049,1.52977E+12,0.73,1.21,0.68,0.53,14.34,,-0.02,-0.08,-0.99,0,0,0,3472,3.2,2.98,70,67,12.66,25,40,52.23,47,22,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29069,1.52977E+12,0.73,1.22,0.68,0.53,,,,,,,,,3472,3.2,,,,,,,52.23,,,,,,,,,,,,,,,,,
29089,1.52977E+12,0.73,1.22,0.67,0.53,,,-0.02,-0.06,-0.97,0,0,0,3470,2,2.89,,66,12.67,25,,52.23,,,,,,,,,,,,,,,,,
29109,1.52977E+12,0.73,1.22,0.68,0.53,,,,,,,,,3470,2,,,,,,,52.23,,,,,,,,,,,,,,,,,
29129,1.52977E+12,0.73,1.23,0.67,0.53,,,0.01,-0.06,-0.95,0,0,0,3456,1.5,2.85,,66,12.67,25,,52.23,,,,,,,,,,,,,,,,,
29149,1.52977E+12,0.73,1.22,0.68,0.53,,,,,,,,,3456,1.5,,,,,,,52,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29169,1.52977E+12,0.73,1.22,0.68,0.53,,,0.01,-0.07,-1,0,0,0,3456,1.5,2.85,,60,12.69,25,,52,,,,,,,,,,,,,,,,,
29189,1.52977E+12,0.72,1.22,0.68,0.53,,,,,,,,,3439,3.3,,,,,,,52,,,,,,,,,,,,,,,,,
29209,1.52977E+12,0.73,1.23,0.68,0.53,,,0.02,-0.06,-0.98,0,0,0,3439,3.3,2.98,,68,12.67,25,,52,,,,,,,,,,,,,,,,,
29229,1.52977E+12,0.73,1.23,0.67,0.53,,,,,,,,,3459,3.3,,,,,,,52,,,,,,,,,,,,,,,,,
29249,1.52977E+12,0.73,1.23,0.68,0.52,,,0.03,-0.05,-1.01,0,0,-1,3459,3.3,2.86,,67,12.72,25,,52.1,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29269,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3459,3.3,,,,,,,52.1,,,,,,,,,,,,,,,,,
29289,1.52977E+12,0.73,1.23,0.68,0.53,,,0.01,-0.04,-1.06,0,0,0,3435,0,2.87,,67,12.74,25,,52.1,,,,,,,,,,,,,,,,,
29309,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3435,0,,,,,,,52.1,,,,,,,,,,,,,,,,,
29329,1.52977E+12,0.73,1.22,0.68,0.53,,,0.04,-0.03,-0.99,0,0,0,3472,3.4,2.95,,67,12.74,25,,52.1,,,,,,,,,,,,,,,,,
29349,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3472,3.4,,,,,,,51.13,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29369,1.52977E+12,0.73,1.23,0.68,0.52,,,0,-0.06,-1.06,0,0,0,3472,3.4,2.95,,67,12.72,25,,51.13,,,,,,,,,,,,,,,,,
29389,1.52977E+12,0.73,1.23,0.68,0.52,,,,,,,,,3458,0,,,,,,,51.13,,,,,,,,,,,,,,,,,
29409,1.52977E+12,0.73,1.23,0.68,0.53,,,0.02,-0.05,-1.04,0,0,0,3458,0,2.86,,67,12.67,25,,51.13,,,,,,,,,,,,,,,,,
29429,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3442,3.4,,,,,,,51.13,,,,,,,,,,,,,,,,,
29449,1.52977E+12,0.74,1.23,0.68,0.53,,,0.03,-0.05,-1.05,0,0,0,3442,3.4,2.95,,59,12.63,25,,57.58,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29469,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3442,3.4,,,,,,,57.58,,,,,,,,,,,,,,,,,
29489,1.52977E+12,0.73,1.23,0.68,0.53,,,0.01,-0.07,-1.06,0,0,0,3472,3.3,2.96,,67,12.54,25,,57.58,,,,,,,,,,,,,,,,,
29509,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3472,3.3,,,,,,,57.58,,,,,,,,,,,,,,,,,
29529,1.52977E+12,0.73,1.23,0.68,0.53,,,0.05,-0.06,-1.01,0,0,0,3471,3.3,2.87,,67,12.54,25,,57.58,,,,,,,,,,,,,,,,,
29549,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3471,3.3,,,,,,,52.95,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29569,1.52977E+12,0.73,1.23,0.68,0.53,,,0,-0.09,-1.01,0,0,0,3471,3.3,2.87,,67,12.45,25,,52.95,,,,,,,,,,,,,,,,,
29589,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3466,0,,,,,,,52.95,,,,,,,,,,,,,,,,,
29609,1.52977E+12,0.74,1.23,0.68,0.53,,,-0.01,-0.08,-1.03,0,0,0,3466,0,2.96,,60,12.42,25,,52.95,,,,,,,,,,,,,,,,,
29629,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3478,3.3,,,,,,,52.95,,,,,,,,,,,,,,,,,
29649,1.52977E+12,0.73,1.23,0.68,0.53,,,0.01,-0.07,-0.96,0,0,0,3478,3.3,2.99,,67,12.38,25,,51.9,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29669,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3478,3.3,,,,,,,51.9,,,,,,,,,,,,,,,,,
29689,1.52977E+12,0.73,1.23,0.68,0.53,,,0,-0.09,-0.99,0,0,0,3461,3.2,2.89,,67,12.33,25,,51.9,,,,,,,,,,,,,,,,,
29709,1.52977E+12,0.72,1.23,0.68,0.53,,,,,,,,,3461,3.2,,,,,,,51.9,,,,,,,,,,,,,,,,,
29729,1.52977E+12,0.73,1.23,0.68,0.53,,,-0.01,-0.09,-0.99,0,0,0,3499,0,2.77,,67,12.33,25,,51.9,,,,,,,,,,,,,,,,,
29749,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3499,0,,,,,,,52.52,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29769,1.52977E+12,0.73,1.23,0.68,0.53,,,0,-0.08,-0.98,0,0,0,3499,0,2.77,,67,12.32,25,,52.52,,,,,,,,,,,,,,,,,
29789,1.52977E+12,0.72,1.23,0.69,0.53,,,,,,,,,3454,3.4,,,,,,,52.52,,,,,,,,,,,,,,,,,
29809,1.52977E+12,0.73,1.23,0.68,0.53,,,-0.02,-0.08,-1.03,0,0,0,3454,3.4,2.95,,60,12.35,25,,52.52,,,,,,,,,,,,,,,,,
29829,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3474,3.2,,,,,,,52.52,,,,,,,,,,,,,,,,,
29849,1.52977E+12,0.73,1.23,0.68,0.53,,,0.01,-0.06,-1.03,0,0,0,3474,3.2,2.96,,67,12.3,25,,51.85,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29869,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3474,3.2,,,,,,,51.85,,,,,,,,,,,,,,,,,
29889,1.52977E+12,0.73,1.23,0.68,0.53,,,0.03,-0.06,-1.05,0,0,0,3453,3.4,2.89,,67,12.32,25,,51.85,,,,,,,,,,,,,,,,,
29909,1.52977E+12,0.74,1.23,0.68,0.53,,,,,,,,,3453,3.4,,,,,,,51.85,,,,,,,,,,,,,,,,,
29929,1.52977E+12,0.73,1.23,0.69,0.53,,,-0.01,-0.07,-1.07,0,0,0,3507,3.3,2.91,,67,12.32,25,,51.85,,,,,,,,,,,,,,,,,
29949,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3507,3.3,,,,,,,52.52,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
29969,1.52977E+12,0.74,1.23,0.68,0.53,,,0.03,-0.05,-1.03,0,0,0,3507,3.3,2.91,,67,12.32,25,,52.52,,,,,,,,,,,,,,,,,
29989,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3501,3.3,,,,,,,52.52,,,,,,,,,,,,,,,,,
30009,1.52977E+12,0.74,1.23,0.69,0.53,,,0,-0.07,-1.04,0,0,0,3501,3.3,2.81,,67,12.35,25,,52.52,,,,,,,,,,,,,,,,,
30029,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3440,1.2,,,,,,,52.52,,,,,,,,,,,,,,,,,
30049,1.52977E+12,0.73,1.23,0.68,0.53,14.34,,0,-0.05,-1.04,0,0,0,3440,1.2,2.95,70,66,12.32,25,41,52.05,47,22,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30069,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3440,1.2,,,,,,,52.05,,,,,,,,,,,,,,,,,
30089,1.52977E+12,0.74,1.23,0.69,0.54,,,0.02,-0.05,-0.97,0,0,0,3501,3.4,2.96,,67,12.3,25,,52.05,,,,,,,,,,,,,,,,,
30109,1.52977E+12,0.74,1.23,0.68,0.53,,,,,,,,,3501,3.4,,,,,,,52.05,,,,,,,,,,,,,,,,,
30129,1.52977E+12,0.74,1.23,0.68,0.53,,,0.02,-0.07,-1,0,0,-1,3438,0,2.89,,67,12.3,25,,52.05,,,,,,,,,,,,,,,,,
30149,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3438,0,,,,,,,53.35,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30170,1.52977E+12,0.74,1.23,0.69,0.53,,,-0.01,-0.08,-0.99,0,0,0,3438,0,2.89,,65,12.29,25,,53.35,,,,,,,,,,,,,,,,,
30190,1.52977E+12,0.74,1.24,0.68,0.53,,,,,,,,,3467,0,,,,,,,53.35,,,,,,,,,,,,,,,,,
30210,1.52977E+12,0.74,1.24,0.68,0.54,,,0.04,-0.07,-0.99,0,0,0,3467,0,2.98,,67,12.29,25,,53.35,,,,,,,,,,,,,,,,,
30230,1.52977E+12,0.74,1.23,0.69,0.53,,,,,,,,,3461,3.4,,,,,,,53.35,,,,,,,,,,,,,,,,,
30250,1.52977E+12,0.74,1.23,0.69,0.53,,,0,-0.1,-1.03,0,0,0,3461,3.4,2.99,,67,12.33,25,,51.77,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30270,1.52977E+12,0.74,1.22,0.69,0.53,,,,,,,,,3461,3.4,,,,,,,51.77,,,,,,,,,,,,,,,,,
30290,1.52977E+12,0.73,1.23,0.68,0.53,,,0.05,-0.08,-1.04,0,0,0,3488,3.1,2.9,,67,12.38,25,,51.77,,,,,,,,,,,,,,,,,
30310,1.52977E+12,0.73,1.23,0.68,0.53,,,,,,,,,3488,3.1,,,,,,,51.77,,,,,,,,,,,,,,,,,
30330,1.52977E+12,0.74,1.23,0.69,0.54,,,0.02,-0.09,-1.05,0,0,0,3418,3.3,2.83,,67,12.38,25,,51.77,,,,,,,,,,,,,,,,,
30350,1.52977E+12,0.74,1.23,0.69,0.53,,,,,,,,,3418,3.3,,,,,,,52.52,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30370,1.52977E+12,0.73,1.23,0.67,0.53,,,0,-0.08,-1.07,0,0,0,3418,3.3,2.83,,61,12.47,25,,52.52,,,,,,,,,,,,,,,,,
30390,1.52977E+12,0.74,1.24,0.69,0.53,,,,,,,,,3497,3.2,,,,,,,52.52,,,,,,,,,,,,,,,,,
30410,1.52977E+12,0.74,1.23,0.68,0.53,,,0.02,-0.06,-1.01,0,0,0,3497,3.2,2.96,,67,12.54,25,,52.52,,,,,,,,,,,,,,,,,
30430,1.52977E+12,0.74,1.24,0.69,0.53,,,,,,,,,3458,3.4,,,,,,,52.52,,,,,,,,,,,,,,,,,
30450,1.52977E+12,0.74,1.23,0.69,0.53,,,0,-0.08,-1.03,0,0,0,3458,3.4,2.89,,67,12.57,25,,39.05,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30470,1.52977E+12,0.74,1.23,0.69,0.53,,,,,,,,,3458,3.4,,,,,,,39.05,,,,,,,,,,,,,,,,,
30490,1.52977E+12,0.74,1.23,0.68,0.54,,,-0.02,-0.09,-1.01,0,0,0,3438,3.4,2.85,,67,12.52,25,,39.05,,,,,,,,,,,,,,,,,
30510,1.52977E+12,0.74,1.23,0.69,0.53,,,,,,,,,3438,3.4,,,,,,,39.05,,,,,,,,,,,,,,,,,
30530,1.52977E+12,0.74,1.23,0.69,0.54,,,-0.01,-0.07,-0.99,0,0,0,3453,3.2,2.92,,67,12.52,25,,39.05,,,,,,,,,,,,,,,,,
30550,1.52977E+12,0.74,1.23,0.69,0.53,,,,,,,,,3453,3.2,,,,,,,51.98,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30570,1.52977E+12,0.74,1.24,0.68,0.54,,,-0.03,-0.07,-1.02,0,0,0,3453,3.2,2.92,,67,12.52,25,,51.98,,,,,,,,,,,,,,,,,
30590,1.52977E+12,0.74,1.23,0.69,0.54,,,,,,,,,3513,3.4,,,,,,,51.98,,,,,,,,,,,,,,,,,
30610,1.52977E+12,0.74,1.23,0.69,0.53,,,0.02,-0.05,-1.03,0,0,0,3513,3.4,2.97,,67,12.57,25,,51.98,,,,,,,,,,,,,,,,,
30630,1.52977E+12,0.74,1.24,0.68,0.53,,,,,,,,,3411,0,,,,,,,51.98,,,,,,,,,,,,,,,,,
30650,1.52977E+12,0.73,1.23,0.68,0.53,,,0.01,-0.07,-1.03,0,0,0,3411,0,2.86,,67,12.58,25,,52.15,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30670,1.52977E+12,0.74,1.23,0.68,0.54,,,,,,,,,3411,0,,,,,,,52.15,,,,,,,,,,,,,,,,,
30690,1.52977E+12,0.74,1.24,0.69,0.53,,,-0.02,-0.08,-1.06,0,0,0,3488,0,2.96,,67,12.61,25,,52.15,,,,,,,,,,,,,,,,,
30710,1.52977E+12,0.74,1.23,0.69,0.54,,,,,,,,,3488,0,,,,,,,52.15,,,,,,,,,,,,,,,,,
30730,1.52977E+12,0.74,1.24,0.69,0.54,,,0.03,-0.06,-1.03,0,0,0,3476,0,3,,67,12.61,25,,52.15,,,,,,,,,,,,,,,,,
30750,1.52977E+12,0.74,1.23,0.69,0.54,,,,,,,,,3476,0,,,,,,,52.05,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30771,1.52977E+12,0.74,1.24,0.69,0.53,,,0,-0.06,-1.03,0,0,0,3476,0,3,,67,12.61,25,,52.05,,,,,,,,,,,,,,,,,
30791,1.52977E+12,0.74,1.23,0.69,0.53,,,,,,,,,3492,3.3,,,,,,,52.05,,,,,,,,,,,,,,,,,
30811,1.52977E+12,0.74,1.23,0.69,0.54,,,0.01,-0.04,-1.08,0,0,0,3492,3.3,2.97,,67,12.61,25,,52.05,,,,,,,,,,,,,,,,,
30831,1.52977E+12,0.74,1.23,0.68,0.53,,,,,,,,,3453,3.3,,,,,,,52.05,,,,,,,,,,,,,,,,,
30851,1.52977E+12,0.74,1.23,0.69,0.54,,,0.03,-0.03,-0.99,0,0,0,3453,3.3,2.96,,68,12.61,25,,53.08,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30871,1.52977E+12,0.74,1.23,0.69,0.54,,,,,,,,,3453,3.3,,,,,,,53.08,,,,,,,,,,,,,,,,,
30891,1.52977E+12,0.74,1.24,0.68,0.54,,,0.02,-0.06,-1.04,0,0,0,3422,3.2,2.9,,67,12.63,25,,53.08,,,,,,,,,,,,,,,,,
30911,1.52977E+12,0.74,1.24,0.69,0.53,,,,,,,,,3422,3.2,,,,,,,53.08,,,,,,,,,,,,,,,,,
30931,1.52977E+12,0.74,1.24,0.68,0.54,,,0.03,-0.05,-1.02,0,0,0,3439,3.3,2.96,,67,12.63,25,,53.08,,,,,,,,,,,,,,,,,
30951,1.52977E+12,0.74,1.23,0.69,0.54,,,,,,,,,3439,3.3,,,,,,,52.83,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
30971,1.52977E+12,0.74,1.24,0.69,0.53,,,0.04,-0.05,-1.03,0,0,0,3439,3.3,2.96,,66,12.7,25,,52.83,,,,,,,,,,,,,,,,,
30991,1.52977E+12,0.71,1.24,0.69,0.54,,,,,,,,,3489,0,,,,,,,52.83,,,,,,,,,,,,,,,,,
31011,1.52977E+12,0.74,1.24,0.69,0.53,,,0.02,-0.06,-1.06,0,0,0,3489,0,2.86,,67,12.76,25,,52.83,,,,,,,,,,,,,,,,,
31031,1.52977E+12,0.73,1.24,0.69,0.54,,,,,,,,,3463,3.3,,,,,,,52.83,,,,,,,,,,,,,,,,,
31051,1.52977E+12,0.74,1.24,0.69,0.54,14.31,,0.06,-0.05,-1,0,0,0,3463,3.3,2.93,70,59,12.7,25,41,57.6,47,22,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31071,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3463,3.3,,,,,,,57.6,,,,,,,,,,,,,,,,,
31091,1.52977E+12,0.74,1.24,0.69,0.54,,,0.02,-0.08,-1.02,0,0,0,3449,3.4,2.94,,67,12.55,25,,57.6,,,,,,,,,,,,,,,,,
31111,1.52977E+12,0.74,1.23,0.69,0.54,,,,,,,,,3449,3.4,,,,,,,57.6,,,,,,,,,,,,,,,,,
31131,1.52977E+12,0.74,1.24,0.69,0.54,,,0.02,-0.07,-1.02,0,0,0,3494,3.3,2.98,,67,12.55,25,,57.6,,,,,,,,,,,,,,,,,
31151,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3494,3.3,,,,,,,51.27,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31171,1.52977E+12,0.74,1.24,0.69,0.54,,,0.04,-0.06,-0.96,0,0,0,3494,3.3,2.98,,66,12.41,25,,51.27,,,,,,,,,,,,,,,,,
31191,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3462,3.2,,,,,,,51.27,,,,,,,,,,,,,,,,,
31211,1.52977E+12,0.74,1.24,0.69,0.54,,,0.03,-0.08,-0.99,0,0,0,3462,3.2,2.9,,67,12.32,25,,51.27,,,,,,,,,,,,,,,,,
31231,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3504,3.4,,,,,,,51.27,,,,,,,,,,,,,,,,,
31251,1.52977E+12,0.75,1.24,0.69,0.54,,,0.04,-0.07,-0.98,0,0,0,3504,3.4,2.83,,66,12.25,25,,51.15,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31271,1.52977E+12,0.75,1.24,0.69,0.54,,,,,,,,,3504,3.4,,,,,,,51.15,,,,,,,,,,,,,,,,,
31291,1.52977E+12,0.74,1.24,0.69,0.54,,,0.05,-0.06,-1,0,0,0,3480,0,2.75,,67,12.2,25,,51.15,,,,,,,,,,,,,,,,,
31311,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3480,0,,,,,,,51.15,,,,,,,,,,,,,,,,,
31331,1.52977E+12,0.74,1.24,0.69,0.54,,,0.01,-0.08,-1.06,0,0,0,3492,6.3,2.99,,67,12.2,25,,51.15,,,,,,,,,,,,,,,,,
31351,1.52977E+12,0.75,1.24,0.69,0.54,,,,,,,,,3492,6.3,,,,,,,52.83,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31371,1.52977E+12,0.74,1.24,0.69,0.54,,,0.05,-0.06,-1.05,0,0,0,3492,6.3,2.99,,69,12.19,25,,52.83,,,,,,,,,,,,,,,,,
31391,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3556,0,,,,,,,52.83,,,,,,,,,,,,,,,,,
31411,1.52977E+12,0.75,1.24,0.69,0.54,,,0.08,-0.03,-1.07,0,0,0,3556,0,3.08,,72,12.2,25,,52.83,,,,,,,,,,,,,,,,,
31431,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3659,10.6,,,,,,,52.83,,,,,,,,,,,,,,,,,
31451,1.52977E+12,0.74,1.24,0.69,0.54,,,0.07,-0.05,-1.04,0,0,0,3659,10.6,2.92,,66,12.2,25,,61.38,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31471,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3659,10.6,,,,,,,61.38,,,,,,,,,,,,,,,,,
31491,1.52977E+12,0.74,1.24,0.69,0.54,,,0.05,-0.05,-1.01,0,0,0,3736,0,2.18,,79,12.25,25,,61.38,,,,,,,,,,,,,,,,,
31511,1.52977E+12,0.75,1.24,0.7,0.54,,,,,,,,,3736,0,,,,,,,61.38,,,,,,,,,,,,,,,,,
31531,1.52977E+12,0.75,1.24,0.69,0.54,,,0.04,-0.04,-1.05,0,0,0,3800,13.9,3.71,,79,12.25,25,,61.38,,,,,,,,,,,,,,,,,
31551,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,3800,13.9,,,,,,,53.83,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31571,1.52977E+12,0.74,1.24,0.69,0.53,,,0.08,-0.03,-1.08,0,0,0,3800,13.9,3.71,,80,12.45,25,,53.83,,,,,,,,,,,,,,,,,
31591,1.52977E+12,0.75,1.24,0.69,0.54,,,,,,,,,3879,0,,,,,,,53.83,,,,,,,,,,,,,,,,,
31611,1.52977E+12,0.74,1.24,0.69,0.53,,,0.04,-0.05,-1.12,0,0,0,3879,0,3.47,,81,12.86,25,,53.83,,,,,,,,,,,,,,,,,
31631,1.52977E+12,0.74,1.24,0.69,0.53,,,,,,,,,4046,0,,,,,,,53.83,,,,,,,,,,,,,,,,,
31651,1.52977E+12,0.74,1.24,0.69,0.54,,,0.07,-0.05,-1.05,0,0,0,4046,0,3.74,,81,13.39,25,,54.52,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31671,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,4046,0,,,,,,,54.52,,,,,,,,,,,,,,,,,
31691,1.52977E+12,0.74,1.24,0.69,0.54,,,-0.01,-0.08,-1.13,0,0,0,4252,14.2,3.84,,69,13.99,25,,54.52,,,,,,,,,,,,,,,,,
31711,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,4252,14.2,,,,,,,54.52,,,,,,,,,,,,,,,,,
31731,1.52977E+12,0.75,1.24,0.69,0.54,,,0.03,-0.05,-1.1,0,0,0,4269,7.6,3.16,,69,13.99,25,,54.52,,,,,,,,,,,,,,,,,
31751,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,4269,7.6,,,,,,,55.15,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31771,1.52977E+12,0.75,1.24,0.69,0.54,,,0.13,0.03,-1.02,0,0,0,4269,7.6,3.16,,71,14.26,25,,55.15,,,,,,,,,,,,,,,,,
31791,1.52977E+12,0.75,1.24,0.69,0.54,,,,,,,,,4379,0,,,,,,,55.15,,,,,,,,,,,,,,,,,
31811,1.52977E+12,0.75,1.24,0.69,0.54,,,0.11,0,-0.87,0,0,0,4379,0,3.04,,72,14.11,25,,55.15,,,,,,,,,,,,,,,,,
31831,1.52977E+12,0.74,1.24,0.69,0.54,,,,,,,,,4410,0,,,,,,,55.15,,,,,,,,,,,,,,,,,
31851,1.52977E+12,0.75,1.24,0.69,0.54,,,0.05,-0.04,-0.81,0,1,-1,4410,0,4.02,,85,13.64,25,,50.98,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31871,1.52977E+12,0.75,1.24,0.7,0.54,,,,,,,,,4410,0,,,,,,,50.98,,,,,,,,,,,,,,,,,
31891,1.52977E+12,0.74,1.24,0.69,0.54,,,0.02,-0.08,-0.89,0,0,0,4403,0,4.07,,85,13.1,25,,50.98,,,,,,,,,,,,,,,,,
31911,1.52977E+12,0.75,1.24,0.69,0.54,,,,,,,,,4403,0,,,,,,,50.98,,,,,,,,,,,,,,,,,
31931,1.52977E+12,0.75,1.24,0.69,0.54,,,-0.06,-0.12,-0.98,0,1,-1,4505,14,4.01,,85,13.1,25,,50.98,,,,,,,,,,,,,,,,,
31951,1.52977E+12,0.75,1.24,0.69,0.54,,,,,,,,,4505,14,,,,,,,56.38,,,40.846382,-96.767563,0,0.029,1198.8,7,2,2.2,0,0,-1,0,0,0,0
31971,1.52977E+12,0.75,1.24,0.7,0.54,,,-0.11,-0.14,-0.98,0,1,0,4505,14,4.01,,81,12.67,25,,56.38,,,,,,,,,,,,,,,,,
31991,1.52977E+12,0.75,1.25,0.69,0.54,,,,,,,,,4579,0,,,,,,,56.38,,,,,,,,,,,,,,,,,
32011,1.52977E+12,0.75,1.24,0.7,0.54,,,-0.1,-0.15,-0.9,0,1,-1,4579,0,3.9,,84,12.39,25,,56.38,,,,,,,,,,,,,,,,,
32031,1.52977E+12,0.75,1.25,0.69,0.54,,,,,,,,,4658,0,,,,,,,56.38,,,,,,,,,,,,,,,,,
